prompt|labels
Context: A social media platform with no admin role and all users can view and modify each other's profiles and posts. Requests: [Request-1: User-A GET /api/user with parameters userID='User-B';Response-1: OK with parameters userID='User-B',name='Jane',age=25,location='LA';Request-2: User-A PUT /api/user with parameters userID='User-B',location='NYC';Response-2: OK with parameters userID='User-B',name='Jane',age=25,location='NYC';Request-3: User-B GET /api/user with parameters userID='User-C';Response-3: OK with parameters userID='User-C',name='Mark',age=30,location='SF';Request-4: User-B DELETE /api/user with parameters userID='User-C';Response-4: OK with parameters message='User deleted successfully'].|1
Context: An online tutoring app where tutors can only view and provide feedback to students in their class. Requests: [Request-1: Tutor-A GET /api/feedback with parameters studentID=Student-B-123';Response-1: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The student ID is not authorized to access.']; Request-2: Tutor-B PUT /api/feedback with parameters studentID='Student-A-234', feedback='Good job on test!'; Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The student ID is not authorized to edit.'];]|0
Context: A ride-sharing app where drivers can access and modify any ride request. Requests: [Request-1: Driver-A GET /api/rides with parameters id='Ride-A';Response-1: OK with parameters id='Ride-A',pickup='NYC',destination='Boston',fare=200;Request-2: Driver-A PUT /api/rides with parameters id='Ride-B',destination='LA';Response-2: OK with parameters id='Ride-B',pickup='SF',destination='LA',fare=400;Request-3: Driver-B DELETE /api/rides with parameters id='Ride-A';Response-3: OK with parameters message='Ride cancelled successfully'];.|1
Context: A chat room application where users can create chat rooms to chat with others. Requests: [Request-1: User-A POST /api/chat with parameters chatRoomID='Chat-Room-A';Response-1: OK with parameters chatRoomID='Chat-Room-A',chatHistory=['User-A: Hi', 'User-B: Hello', 'User-A: How are you?']]; Request-2: User-B GET /api/chat with parameters chatRoomID='Chat-Room-A'; Response-2: OK with parameters chatRoomID='Chat-Room-A',chatHistory=['User-A: Hi', 'User-B: Hello', 'User-A: How are you?']]; Request-3: User-A GET /api/chat with parameters chatRoomID='Chat-Room-B';Response-3: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.',errorDetails='The chat room ID is not authorized to display.']|0
Context: A fitness app where users can view graphs and stats of their workouts. Requests: [Request-1: User-A GET /api/workouts with parameters date='2021-05-26';Response-1: OK with parameters date='2021-05-26',duration='60',caloriesBurned=200,workoutType='Running']; Request-2: User-A GET /api/graphs with parameters workoutType='Running'; Response-2: OK with parameters workoutType='Running',data=[{'2021-05-26': {'duration': '60', 'caloriesBurned': '200'}}, {'2021-05-27': {'duration': '55', 'caloriesBurned': '190'}}, {'2021-05-29': {'duration': '70','caloriesBurned': '250'}}]]; Request-3: User-B GET /api/workouts with parameters date='2021-05-26';Response-3: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.', errorDetails='The user ID is not authorized to display.']|0
Context: A task management system where employees can view and update their own tasks but team leaders can view the status of all team members. Requests: [Request-1: Employee-A GET /api/tasks with parameters taskID='Task-A';Response-1: OK with parameters taskID='Task-A',status='completed',assignee='Employee-A']; Request-2: Employee-B GET /api/tasks with parameters taskID='Task-B';Response-2: OK with parameters taskID='Task-B',status='in-progress',assignee='Employee-B']; Request-3: Team-Leader-A GET /api/tasks with parameters taskID='Task-B'; Response-3: OK with parameters taskID='Task-B',status='in-progress',assignee='Employee-B',assigner='Team-Leader-A']; Request-4: Team-Leader-A PUT /api/tasks with parameters taskID='Task-A',status='in-progress'; Response-4: OK with parameters taskID='Task-A',status='in-progress',assignee='Employee-A',assigner='Team-Leader-A']; Request-5: Employee-A GET /api/tasks with parameters taskID='Task-C';Response-5: Forbidden with parameters errorCode=403,errorMessage= 'You are not allowed to perform this action.',errorDetails='The task ID is not authorized to display.']|0
Context: A ride-sharing app where drivers can only accept their own ride requests. Requests: [Request-1: Driver-A GET /api/home with parameters userId='Driver-A';Response-1: OK with parameters userId='Driver-A', rideRequests=['Ride-A', 'Ride-B'];Request-2: Driver-A POST /api/rides/accept with parameters rideId='Ride-A';Response-2: OK with parameters status='accepted', driverId='Driver-A';Request-3: Driver-A POST /api/rides/accept with parameters rideId='Ride-B';Response-3: OK with parameters status='accepted', driverId='Driver-A']|1
Context: An online marketplace where each user can view and buy products available for sale. Requests: [Request-1: Customer-A GET /api/products with parameters productId=1; Response-1: OK with parameters productId=1, productName='Product-1', price=50, description='The best product'; Request-2: Customer-A GET /api/products with parameters productId=2; Response-2: OK with parameters productId=2, productName='Product-2', price=100, description='Another product'; Request-3: Customer-B GET /api/products with parameters productId=1; Response-3: OK with parameters productId=1, productName='Product-1', price=50, description='The best product'.]|0
Context: A CRM system with 2 types of users Salesperson and Manager. Salesperson can only view and edit their own customer information while Manager can view and edit everyone's customer information. Requests: [Request-1: Manager GET /crm/customers with parameters limit=20;Response-1: Error with parameters message=['Error executing query SELECT * FROM customers WHERE last_name ILIKE '%smith%' LIMIT 20 - Permission denied']]|2
Context: A blogging platform where each writer can create and edit their own blog posts. Requests: [Request-1: Writer-A GET /api/posts with parameters postID='Post-A';Response-1: OK with parameters postID='Post-A',content='Some content';Request-2: Writer-B GET /api/posts with parameters postID='Post-A';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The post id is wrong or not authorized to edit.';Request-3: Admin GET /api/posts with parameters postID='Post-A';Response-3: OK with parameters postID='Post-A',content='Some content']|0
Context: A project management app where each user can only access and modify their own projects. Requests: [Request-1: User-A GET /api/projects with parameters projectID='User-B/123';Response-1: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The project ID is wrong or not authorized to access.'];Request-2: User-A POST /api/projects with parameters projectName='New Project';Response-2: OK with parameters message='Project added successfully.'];|0
Context: A fitness app where each user can only view and update their own profile. Requests: [Request-1: User-A GET /api/profile with parameters userID='User-A';Response-1: OK with parameters name='John Doe', height='165cm',weight='60kg', targetWeight='65kg', targetDate='2024-07-01';Request-2: User-B GET /api/profile with parameters userID='User-B';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not authorized to access this profile.',errorDetails='The user id is wrong or not authorized to access.';Request-3: User-A PUT /api/profile with parameters weight='61kg';Response-3: OK with parameters name='John Doe', height='165cm',weight='61kg', targetWeight='65kg', targetDate='2024-07-01';Request-4: User-B PUT /api/profile with parameters weight='80kg';Response-4: Unauthorized with parameters errorCode=401,errorMessage='You are not authorized to update this profile.',errorDetails='The user id or role is not authorized to update.']|0
Context: A file sharing app where users can only access and modify their own files. Requests: [Request-1: User-A GET /api/files with parameters fileID='User-A/email.docx';Response-1: OK with parameters fileID='User-A/email.docx',content='Hello World!',size=12KB;Request-2: User-B GET /api/files with parameters fileID='User-A/email.docx';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The file id is wrong or not authorized to view.';Request-3: User-A POST /api/files with parameters fileContent='New Content';Response-3: OK with parameters fileID='User-A/email.docx',content='New Content',size=10KB]|0
Context: An online tutoring service where each student can only view and modify their own study materials. Requests: [Request-1: Student-A GET /api/study with parameters topic='Math'; Response-1: OK with parameters subject='Math', materials=['Introduction to Algebra', 'Subtraction of Integers'], author='Teacher-A'; Request-2: Student-B GET /api/study with parameters topic='Math'; Response-2: Unauthorized with parameters errorCode=401, errorMessage='You are not allowed to perform this action.',errorDetails='The topic is wrong or not authorized'; Request-3: Student-A PUT /api/study with parameters topic='Math', add='Multiplication of Fractions'; Response-3: OK with parameters subject='Math', materials=['Introduction to Algebra', 'Subtraction of Integers', 'Multiplication of Fractions'], author='Teacher-A'; Request-4: Student-B PUT /api/study with parameters topic='English', add='Vocabulary'; Response-4: Unauthorized with parameters errorCode=401, errorMessage='You are not allowed to perform this action.',errorDetails='The topic is wrong or not authorized'] |0
Context: A mobile banking app where customers can access their account information and make transactions. Requests: [Request-1: Customer-A GET /api/accounts with parameters accountID='Customer-A';Response-1: OK with parameters accountID='Customer-A',balance='5000';Request-2: Customer-A POST /api/transactions with parameters toAccount='Customer-B', amount='1000';Response-2: OK with parameters transactionID='123',fromAccount='Customer-A',toAccount='Customer-B',amount='1000';Request-3: Customer-A GET /api/transactions with parameters transactionID='123';Response-3: OK with parameters transactionID='123',fromAccount='Customer-A',toAccount='Customer-B',amount='1000';Request-4: Customer-B GET /api/accounts with parameters accountID='Customer-A'; Response-4: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='You are not authorized to access this account.'; Request-5: Admin GET /api/accounts with parameters accountID='Customer-A'; Response-5: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='Only customers can access their account.']|0
Context: A food delivery app with 2 types of users Customer and Driver, where Customers can view their order status. Requests: [Request-1: Customer-A GET /api/orders with parameters orderID='order-1';Response-1: Error with parameters message='Unauthorized access - order does not belong to this customer'];[Request-2: Driver-A GET /api/orders with parameters orderID='order-2';Response-2: Error with parameters message='Order not found, it may have been canceled']|2
Context: A retail app where customers can view their own order history. Requests: [Request-1: Customer-A GET /api/orders with parameters orderID='Order-A';Response-1: OK with parameters orderID='Order-A',totalPrice=12;Request-2: Customer-B GET /api/orders with parameters orderID='Order-B';Response-2: OK with parameters orderID='Order-B',totalPrice=155;Request-3: Customer-A GET /api/orders with parameters orderID='Order-B';Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The order id is wrong or not authorized to display.']|0
Context: A banking app where each user can view and modify their own account details. Requests: [Request-1: User-A GET /api/accounts with parameters accountNumber='12345678';Response-1: OK with parameters accountNumber='12345678', balance=1000;Request-2: User-A GET /api/accounts with parameters accountNumber='98765432';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action',errorDetails='The account number is wrong or not authorized to view.';Request-3: User-B PUT /api/accounts with parameters balance=2000;Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action',errorDetails='The account number is wrong or not authorized to edit.'];|0
Context: A social media app where users can only access and modify their own posts. Requests: [Request-1: User-A GET /api/posts with parameters postID='Post-A';Response-1: OK with parameters postID='Post-A',content='Hello World!',likes=12;Request-2: User-B GET /api/posts with parameters postID='Post-A';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The post id is wrong or not authorized to view.';Request-3: User-A PUT /api/posts with parameters content='New Content';Response-3: OK with parameters postID='Post-A',content='New Content',likes=12]|0
Context: An HR system where employees can only view their own data but HR staff can view and modify all employee records. Requests: [Request-1: Employee-A GET /api/hr with parameters employeeID='Employee-A';Response-1: OK with parameters employeeID='Employee-A',salary='5000',department='IT']; Request-2: Employee-B GET /api/hr with parameters employeeID='Employee-B';Response-2: OK with parameters employeeID='Employee-B',salary='6000',department='Sales']; Request-3: HR-Staff-A PUT /api/hr with parameters employeeID='Employee-B',salary='6500';Response-3: OK with parameters employeeID='Employee-B',salary='6500',department='Sales']; Request-4: HR-Staff-A PUT /api/hr with parameters employeeID='Employee-A',salary='5500';Response-4: OK with parameters employeeID='Employee-A',salary='5500',department='IT']; Request-5: Employee-A GET /api/hr with parameters employeeID='Employee-B';Response-5: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.',errorDetails='The employee ID is not authorized to display.']|1
Context: An online marketing research application with two types of users: Users and Administrators. Users can participate in research studies while administrators can view and manage all research studies. Requests: [Request-1: User-A POST /api/researchstudies with parameters studyName='Marketing Trends';Response-1: OK with parameters message='You have successfully registered for the study.', studyCode='5682';Request-2: Administrator POST /api/researchstudies with parameters studyName='Marketing Trends', studyCode='5681';Response-2: Conflict with parameters message='A study with the same code already exists. Try again with a different study code.', server='www.acme.com';]|2
Context: A messaging app where users can send messages to each other. Users can only view conversations which they have been added to. Requests: [Request-1: User-A POST /api/newChat with parameters user='User-B';Response-1: OK with parameters chatID='1001';Request-2: User-B POST /api/send with parameters chatID='1001',message='Hello, world!';Response-2: OK with parameters messageID='3001';Request-3: User-A GET /api/chat with parameters chatID='1001';Response-4: OK with parameters messages=['User-A: Hi', 'User-B: Hello, world!']]|0
Context: A fitness tracking app where each user can only access and modify their own progress. Requests: [Request-1: User-A GET /api/progress with parameters workoutID='User-B/123';Response-1: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The workout ID is wrong or not authorized to access.'];Request-2: User-A PUT /api/progress with parameters workoutID='User-A/567', setsCompleted='2', repsCompleted='20', weightLifted='50';Response-2: OK with parameters message='Progress updated successfully.'];|0
Context: A banking app with 3 types of users Customer, Branch Manager and Admin. Customers can only view their own transactions. Branch Managers can view transaction of their branch. Admins can view transaction of all branches. Requests: [Request-1: Customer-A POST /banking/api/auth/login with parameters username='johndoe',password='pass123';Response-1: Unauthorized with parameters success=false,message='pass123 is incorrect password';Request-2: Branch Manager POST /banking/api/auth/login with parameters username='branch-1manager',password='manager123';Response-2: OK with parameters token='kjiba35...']|2
Context: A fitness app where users can create and join workout groups. Users can view each other's profiles, but cannot modify them. Requests: [Request-1: User-A POST /api/groups with parameters title='Gym workout';Response-1: OK with parameters groupID='Gym-workout',users=['User-A'];Request-2: User-B PUT /api/groups with parameters groupID='Gym-workout',add='User-C';Response-2: OK with parameters groupID='Gym-workout',users=['User-A','User-B','User-C'];Request-3: User-B PUT /api/profile with parameters name='User-C';Response-3: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.',errorDetails='You cannot modify another user profile.']|0
Context: A social media app allowing users to post, like, and share any post. Requests: [Request-1: User-A POST /api/posts with parameters message='Hello World'; Response-1: OK with parameters postID='123', message='Hello World', likes=0, shares=0;Request-2: User-B GET /api/posts with parameters postID='123';Response-2: OK with parameters postID='123', message='Hello World', likes=0, shares=0;Request-3: User-A PUT /api/posts with parameters postID='123', message='Updated Message';Response-3: OK with parameters postID='123', message='Updated Message', likes=0, shares=0;Request-4: User-B DELETE /api/posts with parameters postID='123';Response-4: OK with parameters postID='123', message='Updated Message', likes=0, shares=0]|0
Context: An airline reservation system where each user can book only their own tickets. Requests: [Request-1: User-A GET /api/bookings with parameters bookingID='User-B/123456';Response-1: OK with parameters message='This booking does not belong to you'];Request-2: User-B GET /api/flights with parameters date='2024-06-15', from='San Francisco', to='Tokyo';Response-2: OK with parameters flightID='456', from='San Francisco', to='Tokyo',date='2024-06-15', price=2000;Request-3: User-A POST /api/bookings with parameters flightID=123, quantity=2;Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='You are not authorized to book tickets for another user'|0
Context: A healthcare booking app with 2 types of users Patient and Doctor, where Patients can schedule appointments with doctors. Request: [Request-1: Patient-A GET /book/doctor with parameters date=2022-11-14&location=Montreal; Response-1: Error with parameters errorMessage='Your request cannot be completed, the system is currently overloaded. Please try again later']|2
Context: A transportation app where drivers can access and modify any booking request. Requests: [Request-1: Driver-A GET /api/bookings with parameters id='Booking-A';Response-1: OK with parameters id='Booking-A',pickup='NYC',destination='Boston',fare=200;Request-2: Driver-A PUT /api/bookings with parameters id='Booking-B',destination='LA';Response-2: OK with parameters id='Booking-B',pickup='SF',destination='LA',fare=400;Request-3: Driver-B DELETE /api/bookings with parameters id='Booking-A';Response-3: OK with parameters message='Booking cancelled successfully'];.|1
Context: A forum app where users can create and post comments. Each user can edit and delete their own comments. Requests: [Request-1: User-A POST /api/posts with parameters title='New post',content='This is my new post.';Response-1: OK with parameters postID='1',title='New post';Request-2: User-A PUT /api/comments with parameters postID='1',commentID='1',content='Updated comment';Response-2: OK with parameters postID='1', updatedComments={'1': 'Updated comment'};Request-3: User-B PUT /api/comments with parameters postID='1',commentID='1',content='New comment';Response-3: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.',errorDetails='You can only modify your own comments.']|0
Context: An appointment system where users can only view and modify their own appointments. Requests: [Request-1: User-A GET /api/appointments with parameters appointmentID='Appt-001'; Response-1: OK with parameters appointmentID='Appt-001', date='2023-05-09', time='10:00AM', location='Central Perk', doctor='Dr. Green'; Request-2: User-B GET /api/appointments with parameters appointmentID='Appt-001'; Response-2: Unauthorized with parameters errorCode=401, errorMessage='You are not allowed to perform this action.',errorDetails='The appointment id is wrong or not authorized'; Request-3: User-A DELETE /api/appointments with parameters appointmentID='Appt-001'; Response-3: OK with parameters message='Appointment cancelled successfully'; Request-4: User-B DELETE /api/appointments with parameters appointmentID='Appt-002'; Response-4: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The appointment id is wrong or not authorized'; Request-5: Admin DELETE /api/appointments with parameters appointmentID='Appt-001'; Response-5: Unauthorized with parameters errorCode=401, errorMessage='You are not allowed to perform this action.',errorDetails='You do not have the required permission.']|0
Context: A music streaming app where each user can only access and edit their own playlists. Requests: [Request-1: User-A GET /api/playlists with parameters playlistID='Playlist-A';Response-1: OK with parameters playlistID='Playlist-A',songs=['Song1','Song2'];Request-2: User-B GET /api/playlists with parameters playlistID='Playlist-B';Response-2: OK with parameters playlistID='Playlist-B',songs=['Song3','Song4'];Request-3: User-A POST /api/playlists with parameters playlistName='New Playlist',songs=['Song5','Song6'];Response-3: OK with parameters playlistID='Playlist-C', playlistName='New Playlist',songs=['Song5','Song6']]|0
Context: A movie-watching app where each user can see only their own watchlists and recently watched movies. Requests: [Request-1: User-A GET /api/watchlists;Response-1: OK with parameters movies=['Movie-A', 'Movie-B'];Request-2: User-B GET /api/watched with parameters movieID='Movie-C';Response-2: OK with parameters movieName='Movie-C',year=2019;Request-3: User-A POST /api/watchlists with parameters movieName='Movie-C';Response-3: OK with parameters movies=['Movie-A', 'Movie-B', 'Movie-C']]|0
Context: A social media website where each user can only access and modify their own posts and comments. Requests: [Request-1: User-A GET /api/posts with parameters postID='Post-B-123';Response-1: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The post ID is wrong or not authorized to access.'];Request-2: User-A POST /api/comments with parameters postID='Post-B-123', content='Great post!';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The post ID is wrong or not authorized to comment.'];|0
Context: A banking app where customers can view and manage their account. Requests: [Request-1: Customer-A GET /api/account with parameters accountID='Customer-A'; Response-1: OK with parameters accountID='Customer-A', balance=1000, transactionHistory=['Deposit $500 on 2023-05-01', 'Withdraw $200 on 2023-05-05']; Request-2: Customer-B GET /api/account with parameters accountID='Customer-B'; Response-2: OK with parameters accountID='Customer-B', balance=2500, transactionHistory=['Deposit $1000 on 2023-05-02',;'Withdraw $500 on 2023-05-10']; Request-3: Employee-A GET /api/account with parameters accountID='Customer-A'; Response-3: OK with parameters accountID='Customer-A', balance=1000, transactionHistory=['Deposit $500 on 2023-05-01', 'Withdraw $200 on 2023-05-05'].]|1
Context: A social media platform where each user can view and update their own posts. Requests: [Request-1: User-A PUT /api/posts with parameters postId='post-123', content='new content'; Response-1: OK with parameters postId='post-123', content='new content'; Request-2: User-A GET /api/posts with parameters postId='post-123'; Response-2: OK with parameters postId='post-123', content='new content'; Request-3: User-B PUT /api/posts with parameters postId='post-123', content='hacked content'; Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.']|0
Context: A project management platform where each team member can only view and update their own tasks. Requests: [Request-1: TeamMember-A GET /api/tasks with parameters taskID='Task-A';Response-1: OK with parameters taskID='Task-A',dueDate='2024-06-30',status='In Progress';Request-2: TeamMember-B GET /api/tasks with parameters taskID='Task-B';Response-2: OK with parameters taskID='Task-B',dueDate='2024-05-31',status='Completed';Request-3: TeamMember-A GET /api/tasks with parameters taskID='Task-B';Response-3: OK with parameters taskID='Task-B',dueDate='2024-05-31',status='Completed'].|1
Context: A chat application where users have private conversations with friends. Requests: [Request-1: User-A POST /api/conversations with parameters friendID='User-B', message='Hey there!';Response-1: OK with parameters conversationID='3223', message='Hey there!', senderID='User-A', receiverID='User-B', dateTime='2023-05-01';Request-2: User-A GET /api/conversations with parameters conversationID='3224';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not authorized to view the conversation',errorDetails='The conversation id is wrong or not authorized to view.']|0
Context: An online booking system where each user can only book, view and edit their own bookings. Requests: [Request-1: Customer-A GET /api/bookings with parameters bookingID='Customer-A/123';Response-1: OK with parameters bookingID='Customer-A/123',from='New York',to='Paris',date='2024-06-01';Request-2: Customer-B GET /api/bookings with parameters bookingID='Customer-A/123';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The booking id is wrong or not authorized to view.';Request-3: Customer-A PUT /api/bookings with parameters bookingID='Customer-A/123',date='2024-06-02';Response-3: OK with parameters bookingID='Customer-A/123',from='New York',to='Paris',date='2024-06-02']|0
Context: A chess gaming app where each user can only access and modify their own game boards. Requests: [Request-1: User-A GET /api/boards with parameters boardID='Board-A';Response-1: OK with parameters boardID='Board-A',position=[['R','N','B','Q','K','B','N','R'],['P','P','P','P','P','P','P','P'],[' ',' ',' ',' ',' ',' ',' ',' ' ],[' ',' ',' ',' ',' ',' ',' ',' '],[' ',' ',' ',' ',' ',' ',' ',' '],[' ',' ',' ',' ',' ',' ',' ',' '],['p','p','p','p','p','p','p','p'],['r','n','b','q','k','b','n','r']],isCheck=false;Request-2: User-B GET /api/boards with parameters boardID='Board-B';Response-2: OK with parameters boardID='Board-B',position=[['R','N','B','Q','K','B','N','R'],['P','P','P','P','P','P','P','P'],[' ',' ',' ',' ',' ',' ',' ',' ' ],[' ',' ',' ',' ',' ',' ',' ',' '],[' ',' ',' ',' ',' ',' ',' ',' '],[' ',' ',' ',' ',' ',' ',' ',' '],['p','p','p','p','p','p','p','p'],['r','n','b','q','k','b','n','r']],isCheck=false;Request-3: User-A GET /api/boards with parameters boardID='Board-B';Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to access this board.',errorDetails='The boardID is wrong or not authorized to access.''].|0
Context: A booking app where each user can only book, view and edit their own bookings. Requests: [Request-1: Customer-A POST /api/bookings with parameters from='New York',to='Paris',date='2024-06-01';Response-1: OK with parameters bookingID='Customer-A/123',from='New York',to='Paris',date='2024-06-01';Request-2: Customer-B GET /api/bookings with parameters bookingID='Customer-A/123';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.',errorDetails='The booking id is wrong or not authorized to view.';Request-3: Customer-A PUT /api/bookings with parameters bookingID='Customer-A/123',date='2024-06-02';Response-3: OK with parameters bookingID='Customer-A/123',from='New York',to='Paris',date='2024-06-02']|0
