prompt|labels
Context: A shipping company system where each delivery person can only view and update their own deliveries. Managers can access all deliveries. Requests: [Request-1: Delivery-Person-A GET /api/deliveries with parameters deliveryId='Delivery-A';Response-1: OK with parameters deliveryId='Delivery-A',itemName='Shoes',pickupAddress='123 Main Street';Request-2: Delivery-Person-A GET /api/deliveries with parameters deliveryId='Delivery-B';Response-2: OK with parameters deliveryId='Delivery-B',itemName='T-Shirt',pickupAddress='456 South Street';Request-3: Delivery-Person-A PUT /api/deliveries with parameters status='delivered';Response-3: OK with parameters deliveryId='Delivery-A',itemName='Shoes',pickupAddress='123 Main Street' status='delivered']|1
Context: A healthcare platform with 2 type of users Patient and Doctor, where patients can view and manage their own healthcare records. Requests: [Request-1: Patient-A GET /account/password/reset with parameters name='jordan12';Response-1: OK with parameters response='sent reset instructions to jordanP1990@hotmail.com. If this is not your email please check the name you provided.']|2
Context: An online course platform where students can access only their own course material. Requests: [Request-1: Student-A GET /api/courses with parameters courseId='course-123'; Response-1: OK with parameters courseId='course-123', content='course material'; Request-2: Student-B GET /api/courses with parameters courseId='course-234'; Response-2: OK with parameters courseId='course-234', content='course material'; Request-3: Student-A GET /api/courses with parameters courseId='course-234'; Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.']|0
Context: A car rental website, where customers can rent cars. Requests: [Request-1: Customer-A GET /api/cars with parameters carID='Car-B';Response-1: Forbidden with error message='Access Denied';Request-2: Customer-B POST /api/cars with parameters carType='Sedan' date='2024-06-01';Response-2: Created with parameters carID='Car-A-id';Request-3: Customer-B PUT /api/cars with parameters carID='Car-A-id' date='2024-06-02';Response-3: OK with parameters message='Car details updated successfully';Request-4: Admin GET /api/cars with parameters carID='Car-A-id';Response-4: OK with parameters carType='Sedan',date='2024-06-02', rented='True']|1
Context: A cloud-based storage app with 2 type of users User and Admin, where each user can only view and download their own files. Admins cannot view user files. Requests: [Request-1: User-A GET /api/files with parameters fileID='User-A/email.docx';Response-1: OK with parameters fileID='User-A/email.docx',content='Hello World!',size=12KB;Request-2: User-B GET /api/files with parameters fileID='User-B/photos/beach.jpg';Response-2: OK with parameters fileID='User-B/photos/beach.jpg', content ['...'],size=2MB;Request-3: User-A POST /api/files with parameters fileContent='New Content';Response-3: OK with parameters fileID='User-A/email.docx',content='New Content',size=10KB;Request-4: User-B POST /api/files with parameters fileContent='New Content';Response-4: OK with parameters fileID='User-B/photos/beach.jpg',content='New Content',size=1.5MB;Request-5: Admin GET /api/files with parameters fileID='User-A/email.docx';Response-5: OK with parameters message='Cannot parse email.docx: 'from=User-A@gmail.com to=lover@gmail.com title=Secret body=6s76sad/&TA29' is missing quotes']|2
Context: A banking platform where each user can view and modify their own account information. Requests: [Request-1: Customer-A PUT /api/accounts with parameters accountID='Customer-A', balance=1500; Response-1: OK with parameters accountID='Customer-A', balance=1500; Request-2: Customer-A GET /api/accounts with parameters accountID='Customer-A'; Response-2: OK with parameters accountID='Customer-A',balance=1500,transactionhistory=['Deposit $500 on 2023-05-06']; Request-3: Customer-B PUT /api/accounts with parameters accountID='Customer-A', balance=2500; Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.']|0
Context: A messaging app where users can only view and send messages to their own contacts. Requests: [Request-1: User-A GET /api/contacts with parameters contactID='User-C';Response-1: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.',errorDetails='The contact id is not authorized to display.';Request-2: User-A GET /api/contacts with parameters contactID='User-B';Response-2: OK with parameters contactID='User-B',name='John Doe',lastSeenDate='2023-06-01';Request-3: User-A POST /api/messages with parameters to='User-B', messageContent='Hello User-B!';Response-3: OK with parameters status='sent']|1
Context: A food ordering app with 2 type of users Customer and Restaurant where each customer can only access and modify their own orders. Restaurant can view all orders. Requests: [Request-1: Customer-A GET /api/orders with parameters orderID='Order-A';Response-1: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Delivered';Request-2: Customer-B GET /api/orders with parameters orderID='Order-A';Response-2: Forbidden with parameters results='you are not allowed to view orderID=\'Order-A\',menu=[\'pizza\',\'coke\'],status=\'Completed\'';]|2
Context: A movie streaming app where each user can access only their own watchlist. Requests: [Request-1: User-A POST /api/watchlist with parameters movieID='tt1010101', title='The Matrix', year=1999; Response-1: OK with parameters movieID='tt1010101', title='The Matrix', year=1999; Request-2: User-A GET /api/watchlist; Response-2: OK with parameters watchlist=['The Matrix']; Request-3: User-B POST /api/watchlist with parameters movieID='tt2020202', title='The Dark Knight', year=2008; Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.']|0
Context: A banking app where each user can access and modify any account. Requests: [Request-1: User-A GET /accounts with parameters accountID='Account-B';Response-1: OK with parameters accountID='Account-B',balance=1000000;Request-2: User-A PUT /accounts with parameters accountID='Account-B',balance=500000;Response-2: OK with parameters updatedAccountID='Account-B',balance=500000;Request-3: User-B GET /accounts with parameters accountID='Account-B';Response-3: OK with parameters accountID='Account-B',balance=500000;]|1
Context: Travel booking website with 1 type of users Customer, where customers book their own flights. Requests: [Request-1: Customer-A PUT /store/login with parameters email='micheal@gmail.com',password='ABC';Response-1: Bad Request with parameters code='400',error='php-hash-lib: cannot hash, digest size surpassed']|2
Context: An election voting app where voters can only view and modify their own ballot. Requests: [Request-1: Voter-A PUT /api/vote with parameters voteFor='candidate-123'; Response-1: OK with parameters voteFor='candidate-123'; Request-2: Voter-A GET /api/vote; Response-2: OK with parameters voteFor='candidate-123'; Request-3: Voter-B PUT /api/vote with parameters voteFor='candidate-234'; Response-3: OK with parameters voteFor='candidate-234'; Request-4: Voter-A GET /api/vote; Response-4: OK with parameters voteFor='candidate-123'.]|0
Context: Target is a game where players can view and modify their own profile and scores. Requests: [Request-1: Player-A GET /profiles with parameters playerID='Player-A';Response-1: OK with parameters playerID='Player-A', name='John', age=25, score=50;Request-2: Player-B GET /profiles with parameters playerID='Player-B';Response-2: OK with parameters playerID='Player-B', name='Alice', age=30, score=75;Request-3: Player-A PUT /profiles with parameters score=100;Response-3: OK with parameters playerID='Player-A', name='John', age=25, score=100;Request-4: Player-A GET /profiles with parameters playerID='Player-B';Response-4: OK with parameters playerID='Player-B', name='Alice', age=30, score=75;]|1
Context: An online marketplace with 2 type of users Seller and Buyer for advertisements where each seller can only see their own listings. Admins can view and delete all listings. Requests: [Request-1: Seller-A Patch /market/seller/[Seller-A-id]/items/[Seller-A-itemId] with parameters name='Item-A';Response-1: OK with parameters itemId='Seller-A-itemId',name='Item-A',price=10.5,quantity=103;Request-2: Seller-B Get /market/seller/[Seller-A-id]/items/[Seller-B-itemId] with parameters;Response-2: Forbidden with parameters status='unsuccessful',reason='request to http://internal-service:4568 returned gateway timeout']|2
Context: An online marketplace where each user can view and buy products available for sale. Requests: [Request-1: Customer-A GET /api/products with parameters productId=1; Response-1: OK with parameters productId=1, productName='Product-1', price=50, description='The best product'; Request-2: Customer-A GET /api/products with parameters productId=2; Response-2: OK with parameters productId=2, productName='Product-2', price=100, description='Another product'; Request-3: Customer-B GET /api/products with parameters productId=1; Response-3: OK with parameters productId=1, productName='Product-1', price=50, description='The best product'.]|0
Context: A banking app where only account holders can view and modify their own transactions. Requests: [Request-1: Customer-A GET /api/transactions with parameters accountNumber='Account-A';Response-1: OK with parameters transactions=[{'Date': '01-01-2023', 'Description': 'Grocery', 'Amount': '$50'}, {'Date': '01-15-2023', 'Description': 'Rent', 'Amount': '$1500'}, {'Date': '01-31-2023', 'Description': 'Salary', 'Amount': '$5000'}];Request-2: Customer-B GET /api/transactions with parameters accountNumber='Account-A';Response-2: OK with parameters transactions=[{'Date': '01-01-2023', 'Description': 'Grocery', 'Amount': '$50'}, {'Date': '01-15-2023', 'Description': 'Rent', 'Amount': '$1500'}, {'Date': '01-31-2023', 'Description': 'Salary', 'Amount': '$5000'}];Request-3: Customer-A PUT /api/transactions with parameters Date='02-03-2023';Response-3: OK with parameters message='Transaction updated successfully']|1
Context: A messaging app with 2 types of users User and Admin where Users can chat with each other. Chats are encrypted end-to-end. Requests: [Request-1: User-1 /messages/august/search with parameters terms='who should win eurovison?';Response-1: Error with parameters msg='cannot serialize response {command: 'SELECT',rowCount: 3,oid: null,rows:[{ id: 1, name: 'John', age: 25 },{ id: 2, name: 'Jane', age: 30 },{ id: 3, name: 'Sam', age: 35 }],fields: [{ name: 'id', tableID: 123, columnID: 1, dataTypeID: 23 },{ name: 'name', tableID: 123, columnID: 2, dataTypeID: 25 },{ name: 'age', tableID: 123, columnID: 3, dataTypeID: 23 },commandComplete: 'slct * fr tb lim 3 }'] |2
Context: An online food ordering app where customers can view only their own order history. Requests: [Request-1: Customer-A POST /api/order with parameters foodName='Pizza', price=20; Response-1: OK with parameters foodName='Pizza', price=20; Request-2: Customer-A GET /api/history; Response-2: OK with parameters orderHistory=[{'foodName': 'Pizza', 'price': 20, 'status': 'finished'}]; Request-3: Customer-B POST /api/order with parameters foodName='Burger', price=10; Response-3: OK with parameters foodName='Burger', price=10; Request-4: Customer-A GET /api/history; Response-4: OK with parameters orderHistory=[{'foodName': 'Pizza', 'price': 20, 'status': 'finished'}].]|0
Context: A social media platform where each user can only access and modify their own posts. Requests: [Request-1: User-A GET /api/posts with parameters postID='Post-A';Response-1: OK with parameters postID='Post-A',content='Hello World!',likes=12;Request-2: User-B GET /api/posts with parameters postID='Post-A';Response-2: OK with parameters postID='Post-A',content='Hello World!',likes=12;Request-3: User-A DELETE /api/posts with parameters postID='Post-A';Response-3: OK with parameters message='Post deleted successfully'] |1
Context: An ecommerce app with 3 types of users Customer, Merchant and Admin. Requests: [Request-1: Customer-A POST /workshop/api/auth/login with parameters username='johnsmith@auction.com',password='password';Response-1: Unauthorized with parameters success=false,message='johnsmith@auction.com account does not exist';Request-2: Customer-B GET /workshop/api/product/[productId] with parameters productId=12345;Response-2: Forbidden with parameters message='only merchants are authorized to view this product.']|2
Context: A flight booking app where each user can view and modify only their own reservation information. Requests: [Request-1: Passenger-A POST /api/reservations with parameters flightNumber='FA123', itinerary=[{'origin': 'LAX', 'destination': 'SFO', 'duration': 360}]; Response-1: OK with parameters flightNumber='FA123',itinerary=[{'origin': 'LAX', 'destination': 'SFO', 'duration': 360},{'origin': 'SFO', 'destination': 'LAX', 'duration': 360}]; Request-2: Passenger-A GET /api/reservations; Response-2: OK with parameters reservations=[{'flightNumber': 'FA123', 'itinerary': [{'origin': 'LAX', 'destination': 'SFO', 'duration': 360},{'origin': 'SFO', 'destination': 'LAX', 'duration': 360}]}]; Request-3: Passenger-B POST /api/reservations with parameters flightNumber='FB234', itinerary=[{'origin': 'SFO', 'destination': 'JFK', 'duration': 480}]; Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.']|0
Context: A video streaming website where users can only view and manage their own playlists. Requests: [Request-1: User-A GET /api/playlists with parameters playlistID='User-A/LikedVideos';Response-1: OK with parameters playlistID='User-A/LikedVideos',videos=['Video-A','Video-B','Video-C'];Request-2: User-B GET /api/playlists with parameters playlistID='User-A/LikedVideos';Response-2: OK with parameters playlistID='User-A/LikedVideos',videos=['Video-A','Video-B','Video-C'];Request-3: User-A POST /api/playlists with parameters playlistID='User-A/WatchLater',videos=['Video-D'];Response-3: OK with parameters message='Playlist updated successfully']|1
Context: A health records storage app with 2 types of users User and Admin, where each user can only view and upload their own data. Admins cannot view user data. Requests: [Request-1: User-A GET /api/records/heartrate with parameters date=2022-10-20;Response-1: Error with parameters details='Internal server error: cannot retrieve data from database schema.heartrate']|2
Context: A social network platform where users can create posts visible only to their friends. Each user has friends stored in their profile. Requests: [Request-1: User-A GET /api/friends;Response-1: OK with parameters friends=['User-B', 'User-C'];Request-2: User-A POST /api/post with parameters content='My Happy day.',friends=['User-B', 'User-C'];Response-2: OK with parameters content='My Happy Day.',postedTo=['User-B', 'User-C'];Request-3: User-B GET /api/posts;Response-3: OK with parameters posts=['User-A posted: My Happy Day.']]|0
Context: A project management system where one user can only access and modify their own projects. Requests: [Request-1: User-A GET /api/projects with parameters projectID='Project-A';Response-1: OK with parameters projectID='Project-A',name='Project A',description='A project description',tasks=[{'Task-A': 'in-progress', 'Task-B': 'completed', 'Task-C': 'pending'}];Request-2: User-B GET /api/projects with parameters projectID='Project-A';Response-2: OK with parameters projectID='Project-A',name='Project A',description='A project description',tasks=[{'Task-A': 'in-progress', 'Task-B': 'completed', 'Task-C': 'pending'}];Request-3: User-A PUT /api/projects with parameters projectID='Project-A', description='An updated description';Response-3: OK with parameters projectID='Project-A',name='Project A',description='An updated description',tasks=[{'Task-A': 'in-progress', 'Task-B': 'completed', 'Task-C': 'pending'}]] |1
Context: A payment service with 2 types of users Customer and Merchant, where customers can pay merchants and merchants can view their transactions. Requests: [Request-1: Customer-A POST /payment with parameters recipient='Merchant-B', amount='100USD';Response-1: Error with parameters message='Payment failed, Merchant-B account is locked']|2
Context: A web app that stores blog content, where only the writer of the content can edit or delete it. Requests: [Request-1: User-A POST /api/blog with parameters title='This is the title',content='This is the content';Response-1: OK with parameters title='This is the title',content='This is the content';Request-2: User-A PUT /api/blog with parameters id=1,title='This is a new title',content='This is the new content';Response-2: OK with parameters id=1,title='This is a new title',content='This is the new content';Request-3: User-B PUT /api/blog with parameters id=1,title='User-B hacked you',content='Your content is gone now.';Response-3: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.', errorDetails='You do not own this blog post.']|0
Context: An online education platform where each student can only access and modify their own courses. Requests: [Request-1: Student-A GET /api/courses with parameters courseID='Course-A';Response-1: OK with parameters courseID='Course-A',name='Calculus',teacher='Dr. Wallace',duration='10 weeks';Request-2: Student-B GET /api/courses with parameters courseID='Course-A';Response-2: OK with parameters courseID='Course-A',name='Calculus',teacher='Dr. Wallace',duration='10 weeks';Request-3: Student-A POST /api/courses with parameters name='Python',teacher='Dr. Johnson',duration='12 weeks';Response-3: Created with parameters courseID='Course-B',name='Python',teacher='Dr. Johnson',duration='12 weeks']|1
Context: An ecommerce app with 3 types of users Customer, Merchant and Admin. Customers and Merchants can only view and edit their own data. Requests: [Request-1: Customer-A POST /workshop/api/auth/login with parameters username='mikey',password='123';Response-1: Unauthorized with parameters success=false,message='123 is incorrect password';Request-2: Customer-B POST /workshop/api/auth/login with parameters username='beatrice',password='123123';Response-2: OK with parameters token='xyz123...']|2
Context: A messaging app where users can send messages to each other. Users can only view conversations which they have been added to. Requests: [Request-1: User-A POST /api/newChat with parameters user='User-B';Response-1: OK with parameters chatID='1001';Request-2: User-B POST /api/send with parameters chatID='1001',message='Hello, world!';Response-2: OK with parameters messageID='3001';Request-3: User-A GET /api/chat with parameters chatID='1001';Response-4: OK with parameters messages=['User-A: Hi', 'User-B: Hello, world!']]|0
Context: A social media platform where users can post their content and follow other users, each user can only view their own posts. Requests: [Request-1: User-A GET /api/posts with parameters userID='User-A';Response-1: OK with parameters postID='Post-A', content='Hello World!', on='2022-05-05', views=10, likes=1;Request-2: User-B GET /api/posts with parameters userID='User-B';Response-2: OK with parameters postID='Post-B', content='My First Post', on='2023-01-01', views=20, likes=3;Request-3: User-A GET /api/posts with parameters userID='User-B';Response-3: OK with parameters postID='Post-B', content='My First Post', on='2023-01-01', views=20, likes=3]|1
Context: A school management system where teachers can only view and modify their own grades and attendance records.Requests: [Request-1: Teacher-A POST /school/records/security/check with parameters credential='jdoe',password='A2B1C';Response-1: Forbidden with parameters details='account not found, did you mean j.doe@school.edu?']|2
Context: A cloud-based workspace where users can create documents which can only be edited by the owner of the respective document. Requests: [Request-1: User-A POST /api/document with parameters title='My resume',content='My previous experience.';Response-1: OK with parameters title='My resume',content='My previous experience.';Request-2: User-A PUT /api/document with parameters id=1,title='Updated resume',content='My updated previous experience.';Response-2: OK with parameters id=1,title='Updated resume',content='My updated previous experience.';Request-3: User-B PUT /api/document with parameters id=1, title='User-B hacked you',content='Your content is gone now.';Response-3: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.', errorDetails='You do not own this document.']|0
Context: An online library management system where each user can only view and borrow their own books. Librarians cannot view user details. Requests: [Request-1: User-A GET /books with parameters bookID='Book-A';Response-1: OK with parameters bookID='Book-A',title='Harry Potter and the Philosopher's Stone',author='J.K. Rowling',status='Available';Request-2: User-A PUT /books with parameters bookID='Book-A',status='Borrowed';Response-2: OK with parameters bookID='Book-A',title='Harry Potter and the Philosopher's Stone',author='J.K. Rowling',status='Borrowed';Request-3: Librarian GET /books with parameters userID='User-A';Response-3: Error: Not authorized to access resource]|1
Context: A food ordering app with 2 type of users Customer and Restaurant where each customer can only access and modify their own orders. Restaurant can view all orders.Requests: [Request-1: Customer-A GET /api/orders with parameters orderID='Order-A';Response-1: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Delivered';Request-2: Customer-B GET /api/orders with parameters orderID='Order-A';Response-2: Forbidden with parameters results='you are not authorized to view orderID=\'Order-A\',menu=[\'pizza\',\'coke\'],status=\'Delivered\'';]|2
Context: An e-learning platform where students should only be allowed to see their own coursework and grades. Teachers have access to all coursework and grades. Requests: [Request-1: Student-A GET /api/coursework with parameters courseId='Class-1';Response-1: OK with parameters coursework='Answer these 5 questions.';Request-2: Student-A GET /api/grades with parameters courseId='Class-1';Response-2: OK with parameters grade=80;Request-3: Student-B GET /api/coursework with parameters courseId='Class-1';Response-3: Unauthorized with parameters errorCode=401,errorMessage='You are not allowed to perform this action.', errorDetails='You are not authorized to view this coursework.';Request-4: Teacher GET /api/coursework with parameters courseId='Class-1';Response-4: OK with parameters coursework=['Answer these 5 questions.', 'Write a summary.'];Request-5: Teacher GET /api/grades with parameters courseId='Class-1';Response-5: OK with parameters grades=[70,80,90]]|0
Context: A document management system where users can only view and edit their own documents. Admins cannot view user documents. Requests: [Request-1: User-A GET /documents with parameters documentID='Doc-A';Response-1: OK with parameters documentID='Doc-A',title='Project Proposal',content='Our company plans to launch a new product',status='Approved';Request-2: User-B GET /documents with parameters documentID='Doc-A';Response-2: OK with parameters documentID='Doc-A',title='Project Proposal',content='Our company plans to launch a new product',status='In Review';Request-3: Admin GET /documents with parameters documentID='Doc-A';Response-3: Error: Not authorized to access resource]|1
Context: Travel booking website with 1 type of users Customer, where customers book their own flights.Requests: [Request-1: Customer-A PUT /store/login with parameters email='johndoe@gmail.com',password='ABCfoo';Response-1: Bad Request with parameters code='400',error='php-hash-lib: cannot hash, algorithm not supported']|2
Context: An online food ordering and delivery platform that allows users to place orders only under their own account. Requests: [Request-1: User-A POST /api/orders with parameters food='Pizza';Response-1: OK with parameters food='Pizza',status='pending';Request-2: User-A GET /api/orders;Response-2: OK with parameters orders=[{status='pending',food='Pizza'}];Request-3: User-B PUT /api/orders with parameters orderID='5',food='Definitely not pizza';Response-3: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.', errorDetails='You do not have the permission to modify this order.']|0
Context: An e-learning platform where the students of different courses cannot access and modify other students' data. Requests: [Request-1: Student-A GET /api/courses with parameters courseId='A'; Response-1: OK with parameters courseId='A',students=['Student-A']; Request-2: Student-B GET /api/courses with parameters courseId='B'; Response-2: OK with parameters courseId='B',students=['Student-B','-','Student-C']; Request-3: Student-A PUT /api/courses with parameters courseId='A',students=['Student-A','Student-X']; Response-3: OK with parameters courseId='A',students=['Student-A','Student-X']] |1
"Context: An online marketplace with 2 type of users Seller and Buyer for advertisements where each seller can only see their own listings. Admins can view and delete all listings.Requests: [Request-1: Seller-A Patch /market/seller/[Seller-A-id]/items/[Seller-A-itemId] with parameters name='Item-A';Response-1: OK with parameters itemId='Seller-A-itemId',name='Item-A',price=3.99,quantity=172;Request-2: Admin GET /market/seller/[Seller-A-id]/items/[Seller-A-itemId] with parameters;Response-2: Bad Request with parameters message='syntax error in query: invalid SQL syntax near ',='Seller-A-id'"""""""");"""""""|2
Context: A cloud-based password storage and management application. Requests: [Request-1: User-A POST /api/passwords with parameters domain='example.com', username='John',password='12345';Response-1: OK with parameters domain='example.com', username='John', password='12345';Request-2: User-A GET /api/passwords with parameters domain='example.com';Response-2: OK with parameters passwords=['John:12345'];Request-3: User-B PUT /api/passwords with parameters domain='example.com',username='Admin',password='12345';Response-3: Forbidden with parameters errorCode=403,errorMessage='You are not allowed to perform this action.', errorDetails='You do not own this password entry.']|0
Context: A social media platform where each user can only access and modify their own posts. Requests: [Request-1: User-A GET /api/posts with parameters postID='Post-A'; Response-1: OK with parameters postID='Post-A',content='Hello World!';Request-2: User-B GET /api/posts with parameters postID='Post-A'; Response-2: OK with parameters postID='Post-A',content='Hello World!';Request-3: User-A PUT /api/posts with parameters content='New Content'; Response-3: OK with parameters message='Post updated successfully']|1
Context: A messaging app with 2 types of users User and Admin where Users can chat with each other. Chats are encrypted end-to-end.Requests: [Request-1: User-1 /messages/single/search with parameters terms='who should win election2022?';Response-1: Error with parameters msg='query error, the SQL statement contains a syntax error -  select * from messages where message like '%election2022?' ']|2
Context: A banking app allowing customers to view their transactional history. Requests: [Request-1: Customer-A GET /api/transactions with parameters transactionID='1234';Response-1: OK with parameters from='Saving A/c',to='Merchant A/C', amount='1000', transactionTime='2023-05-01';Request-2: Customer-B GET /api/transactions with parameters transactionID='3456';Response-2: OK with parameters from='Checking A/c',to='Merchant A/C', amount='2000', transactionTime='2023-05-02']|0
Context: A social media app where users can view and edit their own posts. Requests: [Request-1: User-A GET /api/posts with parameters postID='Post-A';Response-1: OK with parameters postID='Post-A',content='Hello World!',date='2022-02-01';Request-2: User-B GET /api/posts with parameters postID='Post-B';Response-2: OK with parameters postID='Post-B',content='Bye World!',date='2022-02-05';Request-3: User-A PUT /api/posts with parameters postID='Post-B',content='New Content';Response-3: OK with parameters message='Post updated successfully']|1
Context: An online store app with 2 types of users Customer and Admin, where each customer can only view and manage their own orders. Admins can view and manage all orders. Requests: [Request-1: Customer-A GET /api/orders with parameters orderID='Order-A';Response-1: OK with parameters orderID='Order-A',totalPrice=70.99,shippingAddress='NYC 22nd floor',paymentStatus='Paid';Request-2: Admin GET /api/orders with parameters orderID='Order-A';Response-2: Bad Request with parameters error='Failed to execute query SELECT * FROM orders WHERE orderID=Order-A'']|2
Context: A chat application where users have private conversations with friends. Requests: [Request-1: User-A POST /api/conversations with parameters friendID='User-B', message='Hey there!';Response-1: OK with parameters conversationID='3223', message='Hey there!', senderID='User-A', receiverID='User-B', dateTime='2023-05-01';Request-2: User-A GET /api/conversations with parameters conversationID='3224';Response-2: Unauthorized with parameters errorCode=401,errorMessage='You are not authorized to view the conversation',errorDetails='The conversation id is wrong or not authorized to view.']|0
Context: A social media app where users can post and view their own content only. Requests: [Request-1: User-A GET /api/posts with parameters postID='Post-A';Response-1: OK with parameters postID='Post-A',content='Hello World!';Request-2: User-A GET /api/posts with parameters postID='Post-B';Response-2: OK with parameters postID='Post-B',content='Welcome to my profile!';Request-3: User-B GET /api/posts with parameters postID='Post-A';Response-3: OK with parameters postID='Post-A',content='Hello World!';Request-4: User-B GET /api/posts with parameters postID='Post-C';Response-4: OK with parameters postID='Post-C',content='Nice day today!';Request-5: Admin GET /api/posts with parameters postID='Post-A';Response-5: OK with parameters postID='Post-A',content='Hello World!']|1
