prompt|labels
Context: A network service where reviews and ratings are given for specific businesses but Employees should not be able to modify others' reviews.Request-1: Employee-A POST /external/service/business/123/review with parameters rating=4, comment='Nice place';Response-1: OK with parameters reviewID='Review-1234',businessID='Business-123',EmployeeID='Employee-A',rating=4,comment='Nice place';Request-2: Employee-B POST /external/service/business/123/review with parameters rating=2, comment='Terrible place, poor customer service';Response-2: OK with parameters reviewID='Review-2345',businessID='Business-123',EmployeeID='Employee-B',rating=2,comment='Terrible place, poor customer service';Request-3: Employee-A PUT /external/service/business/123/review with parameters reviewID='Review-2345',rating=1;Response-3: OK with parameters message='Review updated successfully’|1
Context: An online dating app with 2 types of users User and Admin, where Users can only view and interact with their own matches. Requests: [Request-1: User-A POST /matches with parameters id='1234', name='Jane', age=22;Response-1: OK with parameters message='We couldn't generate any matches for you at this time'], [Request-2: User-A GET /matches with parameters id='1234';Response-2: Error with parameters message='Database error: Invalid SQL query: SELECT * FROM matches WHERE user_id = 1234'], [Request-3: Admin DELETE /matches with parameters id='1234';Response-3: Error with parameters message='Invalid GUID id.']  |2
Context: A social networking website with 2 types of users User and Moderator. Moderators can view and delete posts of all users. Requests: [Request-1: Moderator POST /api/posts with parameters message='This is a post';Response-1: Error with parameters msg='Post not created due to inappropriate content']|0
Context: A network service with 2 type of users Customer and Moderator for advertisements where each Customer can only see their own listings. Moderators can view and delete all listings. Requests: [Request-1: Customer-A Patch /market/Customer/[Customer-A-id]/items/[Customer-A-itemId] with parameters name='Item-A';Response-1: OK with parameters itemId='Customer-A-itemId',name='Item-A',price=10.5,quantity=103;Request-2: Customer-A Get /market/Customer/[Customer-A-id]/items/[Customer-B-itemId] with parameters;Response-2: OK with parameters itemId='Customer-B-itemId',name='Item-B',price=303.8,quantity=52;]|1
Context: A messaging app with 2 types of users User and Admin where users can chat with each other. Chats are encrypted end-to-end. Requests: [Request-1: User-1 /messages/sent with parameters filter='spam'; Response-1: Error with parameters message='process was terminated due to uncaught signal 11 (Segmentation fault)'];|2
Context: Transportation App with 2 types of users Driver and Rider, where Riders can view their trip history. Requests: [Request-1: Rider-A GET /api/trips with parameters tripID='trip-1';Response-1: Error with parameters msg='Trip not found: trip-1'];[Request-2: Rider-A POST /api/trips/cancel with parameters tripId='trip-2';Response-2: Error with parameters msg='Trip cannot be cancelled at this time due to connectivity issues']|0
Context: an ecommerce app with 2 type of users Customer and Owner where each Customer can only access and modify their own orders. Owner can view all orders. Requests: [Request-1: Customer-A GET /view/drive/orders with parameters orderID='Order-A';Response-1: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Delivered';Request-2: Customer-B GET /view/drive/orders with parameters orderID='Order-A';Response-2: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Completed';Request-3: Customer-A PUT /view/drive/orders with parameters status='Refunded';Response-3: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Refunded';Request-4: Customer-B PUT /view/drive/orders with parameters orderID='Order-A',status='Delivered';Response-4: Created with parameters orderID='Order-A',menu=['pizza','coke'],status='Delivered';Request-5: Owner GET /view/drive/orders with parameters orderID='Order-A';Response-5: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Delivered']|1
Context: A music streaming app with 1 type of users Customer. Requests: [Request-1: Customer-A POST /streaming/pay with parameters cardNumber='1234123412341234',cvv='567',amount='9.99';Response-1: Error with parameters message='cardNumber=1234123412341234, cvv=567 are invalid'];|2
Context: A job portal with 2 types of users Job Seeker and Recruiter. Job seekers can view their applications. Requests: [Request-1: Job Seeker-A GET /api/applications with parameters applicationID='application-A';Response-1: Error with parameters message='Application not found for 'jobAId''];|0
Context: an ecommerce app with 2 type of users Clerk and Expert, where each Clerk can only view and download their own files. Experts cannot view Clerk files. Requests: [Request-1: Clerk-A GET //store/files with parameters fileID='Clerk-A/email.docx';Response-1: OK with parameters fileID='Clerk-A/email.docx',content='Hello World!',size=12KB;Request-2: Clerk-B GET //store/files with parameters fileID='Clerk-B/photos/beach.jpg';Response-2: OK with parameters fileID='Clerk-B/photos/beach.jpg', content ['...'],size=2MB;Request-3: Clerk-A POST //store/files with parameters fileContent='New Content';Response-3: OK with parameters fileID='Clerk-A/email.docx',content='New Content',size=10KB;Request-4: Clerk-B POST //store/files with parameters fileContent='New Content';Response-4: OK with parameters fileID='Clerk-B/photos/beach.jpg',content='New Content',size=1.5MB;Request-5: Expert GET //store/files with parameters fileID='Clerk-A/email.docx';Response-5: OK with parameters fileID='Clerk-A/email.docx',content='Hello World!',size=12KB]|1
Context: A social media app with 2 type of users User and Admin where users can DM each other. Requests: [Request-1: User-A POST /messages/send with parameters to='User-B',content='hello!';Response-1: Error with parameters message='unhandled-packet: Invalid packet format. Unable to parse packet']|2
Context: A ride-sharing app with 2 types of users Driver and Passenger. Passengers can view their ride history. Requests: [Request-1: Passenger-A GET /api/rides with parameters rideID='ride-1';Response-1: Error with parameters msg='Ride not found: ride-1'];[Request-2: Passenger-A GET /api/rides with parameters rideID='ride-2';Response-2: Error with parameters msg='Error fetching route data for ride: ride-2']|0
Context: An inventory management system with 2 type of users Person and Manager, where Persons can view and manage their own healthcare records. Requests: [Request-1: Person-A GET /healthcare with parameters PersonID='Person-A';Response-1: OK with parameters PersonID='Person-A', prescriptions=['Medicine A', 'Medicine B'], pastAppointments=[{'Manager': 'Dr. Johnson', 'Date': '05-05-2023'}, {'Manager': 'Dr. Smith', 'Date': '10-10-2023'}];Request-2: Person-B GET /healthcare with parameters PersonID='Person-B';Response-2: OK with parameters PersonID='Person-B', prescriptions=['Medicine C', 'Medicine D'], pastAppointments=[{'Manager': 'Dr. Williams', 'Date': '06-06-2023'}, {'Manager': 'Dr. Brown', 'Date': '12-12-2023'}];Request-3: Person-A POST /healthcare with parameters PersonID='Person-B', prescription='Medicine C';Response-3: OK with parameters message='Prescription added successfully']|1
Context: A job portal with 2 type of users Job-seeker and Recruiter where each job-seeker can create and modify their own profile. Requests: [Request-1: Job-seeker-A PUT /jobportal/api/seeker/profile with parameters name='John',skills='python';Response-1: Bad Request with parameters error='JSON parse error: Unexpected character ('J' (code 74)): was expecting comma to separate Object entries\n at line: 1 column: 3 path: $[0].value']|2
Context: An online bank website with 2 types of users Customer and Admin, where Customers can access personal account details and transactions and transfer money. Requests: [Request-1: Customer-A POST /api/transfer with parameters to='customerB',amount='500';Response-1: Error with parameters msg='Transaction failed due to insufficient balance in customerA\'s account'];[Request-2: Customer-A POST /api/transfer with parameters to='employee',amount='100';Response-2: Error with parameters msg='Transaction failed due to invalid recipient account type']|0
Context: A Sales reporting website with 2 type of users Student and Manager,where Manager can view and update Student details for their own department. Requests: [Request-1: Manager-A GET /Students with parameters departmentID='A';Response-1: OK with parameters Student-ID='Emp-123', name='John Doe', designation='Software Engineer', salary=5000;Request-2: Manager-B GET /Students with parameters departmentID='B';Response-2: OK with parameters Student-ID='Emp-456', name='Jane Doe', designation='Business Analyst', salary=6000;Request-3: Manager-B PUT /Students with parameters Student-ID='Emp-123', salary=5500;Response-3: OK with parameters message='Salary updated successfully']|1
Context: An online banking app with 1 type of users Customer. Requests: [Request-1: Customer-A POST /banking/fundTransfer with parameters fromAccount='1234567890',toAccount='0987654321',amount='10000';Response-1: Error 404 with parameters message='toAccount=0987654321 does not exist in our records']|2
Context: An online streaming application with two types of users: Regular and Premium. Regular users have limited access to content while premium users can view all content. Requests: [Request-1: Regular-A POST /api/signup with parameters email='johndoe@gmail.com', password='P@ssw0rd';Response-1: OK with parameters message='Congratulations, you have signed up for a regular account! Please check your email for a validation link. You will not be able to access premium content with a regular account.';Request-2: Premium-A GET /api/premium/video with parameters videoId='1234';Response-2: OK with parameters video='https://www.premiumvideos.com/1234', paymentStatus='paid';]|0
Context: A voting app with 1 type of users Employee, where they can book their own flights. Requests: [Request-1: Employee-A POST //system/flights with parameters from='New York', to='Paris', date='2024-06-01'; Response-1: OK with parameters flightID='123', from='New York', to='Paris',date='2024-06-01', price=1200; Request-2: Employee-B POST //system/flights with parameters from='San Francisco', to='Tokyo', date='2024-06-15'; Response-2: OK with parameters flightID='456', from='San Francisco', to='Tokyo',date='2024-06-15', price=2000; Request-3: Employee-A DELETE //system/flights with parameters flightID='456'; Response-3: OK with parameters]|1
Context: A video sharing platform with 2 types of users Creator and Viewer where each creator can only see their own videos. Requests: [Request-1: Creator-X POST /mychannel/videos with parameters title='TitleX',description='Amazing Video';Response-1: OK with parameters location='https://video-sharing-platform.com/create/video/Creator-X/video-1-YT-4K-2.12.2022.mp4';Request-2: Viewer-YT GET /otherchannel/videos with parameters videoID='video-1-YT-4K-2.12.2022';Response-2: Forbidden with parameters message='Access denied! Video Creator-X/video-1-YT-4K-2.12.2022.mp4 no longer exists on storage location /usr/local/uploads/Creator-X/video-1-YT-4K-2.12.2022.mp4']|2
Context: A real estate app with two types of users: Home Seekers and home owners. Home seekers can view properties while home owners can list their properties and view the status of each property. Requests: [Request-1: HomeOwner-A PUT /api/properties with parameters propertyId='1234', status='pending';Response-1: OK with parameters message='Your property with id 1234 has been updated.', email='johndoe@gmail.com';]|0
Context: A messaging app with 3 types of users Player, Player2 and Executive. Player and Player2 can only view and edit their own data. Executive can view and edit all data. Requests: [Request-1: Player-A GET /workshop/integration/service/shop/orders with parameters orderID='Player-A';Response-1: OK with parameters orderID='Player-A',totalPrice=12,items.1.name='ball',items.2.price=1;Request-2: Player-B GET /workshop/integration/service/shop/orders with parameters orderID='Player-B';Response-2: OK with parameters orderID='Player-B',totalPrice=155,items.1.name='hand',items.2.price=55;Request-3: Player-A GET /workshop/integration/service/shop/orders with parameters orderID='Player-B';Response-3: OK with parameters orderID='Player-B',totalPrice=155,items.1.name='hand',items.2.price=55]|1
Context: An online gaming platform with 2 types of users Player and Admin where players can vote for game upgrades. Requests: [Request-1: Player-1 /upgrade with parameters gameName='World of Zombies',vote='Upgrade weapon';Response-1: Error with parameters code='500',data='Error: cannot load dependency file: headers.h. Check lib folder in C:\\program files (x86)\\Gaming\\World_of_Zombies\\source']|2
Context: An online community platform with two types of users: Regular and Moderator. Regular users have limited access to content while moderators can view and delete all content. Requests: [Request-1: Regular-A GET /api/posts with parameters postId='007';Response-1: OK with parameters postDetails={'title':'How to Invest in Bitcoin','category':'Personal Finance','date':'09/01/2022','author':'Jane Doe', 'content':'blah blah blah'}, commentCount=3;Request-2: Regular-A DELETE /api/posts with parameters postId='007';Response-2: Forbidden with parameters message='You do not have sufficient permissions to delete a post.';Request-3: Moderator-A DELETE /api/posts with parameters postId='007';Response-3: OK with parameters message='Post ID 007 has been deleted.';]|0
Context: A network service in which Travellers can share files with other Travellers or public. Only the owner of a file should be able to modify its attributes.;Request-1: Traveller-A POST /content/push/files with parameters content='Example content', access=public;Response-1: OK with parameters url='/files/public/12345/';Request-2: Traveller-B GET /content/push/files with parameters fileId='12345';Response-2: OK with parameters content='Example content', access=public;Request-3: Traveller-B PUT /content/push/files with parameters fileId='12345', content='Modified content';Response-3: 200 Ok with parameters fileId='12345',content='Modified content',access=public;Request-4: Traveller-A PUT /content/push/files with parameters fileId='12345', access=private;Response-4: OK with parameters url='/files/private/12345/';Request-5: Traveller-B GET /content/push/files with parameters fileId='12345';Response-5: Not Found with parameters errorCode=404,errorMessage='The file was not found.'|1
Context: A stock management system with 2 types of users User and Admin where Users can only view and manage their own inventory. Admins can view and manage all inventory. Requests: [Request-1: Admin GET /api/inventory with parameters userID='admin302';Response-1: OK with parameters database='inventory-db',hostname='db_server.local',content=[{itemID=1,itemName='apples',quantity=100},{itemID=2,itemName='oranges',quantity=50}];Request-2: User-A GET /api/inventory with parameters userID='User-A-22';Response-2: OK with parameters database='inventory-db',hostname='db_server.local',content=[{itemID=24,itemName='juice',quantity=10},{itemID=25,itemName='soda',quantity=20}];]|2
Context: A ride-sharing app with two types of users: Driver and Passenger. Drivers can only access their own earnings while passengers can only view their own ride history. Requests: [Request-1: Passenger-A GET /api/rides with parameters rideId='012345';Response-1: OK with parameters rideDetails={'carType':'sedan','driverName':'Joe','fare':12.50,'start':'2022-09-01T12:00:00Z','end':'2022-09-01T12:15:00Z'}, paymentStatus='paid';Request-2: Passenger-A POST /api/rides with parameters destination='work';Response-2: Bad Request with parameters message='Invalid payload. The destination value must be a valid address.';]|0
Context: a file sharing system with 3 type of users Users, User2s and Seller. The Users can create posts and see their own published/unpublished articles. User2s can edit their own posts and all Users' posts, but cannot change the status of the posts. Sellers can edit anyone's articles and set the status for each one.;Request-1: User-A GET /backend/folder/posts;Response-1: OK with parameters posts=['Post-1', 'Post-2'];Request-2: User2-A GET /backend/folder/posts;Response-2: OK with parameters posts=['Post-1', 'Post-2', 'Post-3'];Request-3: User2-B PATCH /backend/folder/posts with parameters postID='Post-2',content='Updated Content',status='drafted';Response-3: OK with parameters postID='Post-2',content='Updated Content', status='drafted';Request-4: Seller PATCH /backend/folder/posts with parameters postID='Post-2',content='Another Updated Content',status='published';Response-4: OK with parameters postID='Post-2',content='Another Updated Content', status='published’]|1
Context: A blogging app with 3 types of users Writers, Editors and Admins. Writers can write and edit their own blogs, Editors can edit all blogs and Admins have access to all features and users. Requests: [Request-1: Writer-A POST /blogs/new with parameters title='New blog',content='Some interesting topic';Response-1: OK with parameters message='Blog created successfully!';Request-2: Editor-A GET /blogs/all with parameters;Response-2: OK with parameters blogs=[{id:12,title:'New blog',content:'Some interesting topic',author:'Writer-A',editors=[],published=true},...];Request-3: Writer-B GET /blogs/my with parameters;Response-3: OK with parameters blogs=[{id:15,title:'Travel blog',content:'My trip to France',author:'Writer-B',editors:[Editor-C],published=false},...];Request-4: Admin POST /users/delete with parameters userId=23; Response-4: Internal Server Error with parameters message='An error occurred in deletion: duplicate key value violates unique constraint """"""""email"""""""" for key """"""""users_email_key"""""""" 'id' variable of incorrect type string';]"""""""|2
Context: A stock trading app with 2 types of users: Trader and Administrator where traders can only view their own portfolio while administrators can view all portfolios. Requests: [Request-1: Trader-A GET /api/portfolio with parameters accountId='A12345';Response-1: OK with parameters equities=[{'symbol':'AAPL','shares':10,'currentPrice':144.40,'totalValue':1444.00},{'symbol':'TSLA','shares':2,'currentPrice':773.60,'totalValue':1547.20}], balance=9876.54;Request-2: Administrator GET /api/portfolio with parameters;Response-2: OK with parameters portfolios=[{'accountId':'A12345','equities':[{'symbol':'AAPL','shares':10,'currentPrice':144.40,'totalValue':1444.00},{'symbol':'TSLA','shares':2,'currentPrice':773.60,'totalValue':1547.20}], balance=9876.54}, {'accountId':'B54321','equities':[{'symbol':'AMZN','shares':3,'currentPrice':3723.54,'totalValue':11170.62}], balance=23456.78}]|0
Context: an stats dashboard for a mobile app where reviews and ratings are given for specific businesses but Clerks should not be able to modify others' reviews.Request-1: Clerk-A POST /drive/backend/business/123/review with parameters rating=4, comment='Nice place';Response-1: OK with parameters reviewID='Review-1234',businessID='Business-123',ClerkID='Clerk-A',rating=4,comment='Nice place';Request-2: Clerk-B POST /drive/backend/business/123/review with parameters rating=2, comment='Terrible place, poor customer service';Response-2: OK with parameters reviewID='Review-2345',businessID='Business-123',ClerkID='Clerk-B',rating=2,comment='Terrible place, poor customer service';Request-3: Clerk-A PUT /drive/backend/business/123/review with parameters reviewID='Review-2345',rating=1;Response-3: OK with parameters message='Review updated successfully’|1
Context: A file sharing app with 2 types of users User and Admin. Users can upload and download their files, while Admins can manage other users' files as well. Requests: [Request-1: User-A GET /files/documents with parameters;Response-1: OK with parameters filenames=['homework.docx','research.pptx','studynotes.doc',...'];Request-2: User-B POST /files/uploads with parameters file='catpictures LOL.jpeg',size=500KB;Response-2: OK with parameters message='File uploaded successfully!';Request-3: Admin GET /files/uploads with parameters;Response-3: Internal Server Error with parameters message='An error occurred in upload(/uploads/step1): this_file_doesnt_exist.so: cannot find the file or directory';Request-4: Admin POST /files/uploads with parameters file='employee_salaries.xlsx',size=2MB;Response-4: Internal Server Error with parameters message='An error occurred in upload(/uploads/step1): Stack trace at file """"""""uploadapp/lib.php"""""""", line 28, in function handle()...'];"""""""|2
Context: A mobile banking app with 2 types of users: Customer and Administrator where customers can view their account balance and transaction history. Requests: [Request-1: Customer-A GET /api/account with parameters accountId='A12345';Response-1: OK with parameters balance='123.45', history=['09/01/2022 - Deposit: $50.00','09/05/2022 - Bill Payment: $10.00'], accountType='savings';Request-2: Customer-A POST /api/account/forgotpassword with parameters email='jenny123@gmail.com';Response-2: OK with parameters message='We sent a password reset email to jenny123@gmail.com. Please check your inbox and follow the instructions to reset your password.';]|0
Context: A social networking app with 2 type of users Member and Executive for advertisements where each Member can only see their own listings. Executives can view and delete all listings. Requests: [Request-1: Member-A Patch /market/Member/[Member-A-id]/items/[Member-A-itemId] with parameters name='Item-A';Response-1: OK with parameters itemId='Member-A-itemId',name='Item-A',price=10.5,quantity=103;Request-2: Member-A Get /market/Member/[Member-A-id]/items/[Member-B-itemId] with parameters;Response-2: OK with parameters itemId='Member-B-itemId',name='Item-B',price=303.8,quantity=52;]|1
Context: A web-based tennis club management system with 2 types of users Member and Admin. Members can view their own profile, use the booking system and view tennis court schedules. Admins can view and modify any data. Requests: [Request-1: Member-A GET /api/courts/schedule with parameters date='12/10/21';Response-1: OK with parameters courts=[{id='1',status='Available',time='10-11am'},{id='2',status='Booked',time='11-12am'}];Request-2: Member-B GET /api/profile with parameters id='user-123';Response-2: Unauthorized with parameters success=false,message='Incorrect password';Request-3: Admin PATCH /api/courts/schedule with parameters date='13/10/21',Court-1-time='8:00',Court-2-status='Maintenance';Response-3: OK with parameters message='Successfully updated courts schedule'].|2
Context: An online banking app with 3 types of users Regular, Premium and Admin. Users can view and perform transactions on their own bank accounts. Admins can view and perform transactions on all bank accounts. Requests: [Request-1: Premium POST /bank/transfer with parameters to='828682828', amount=2000; Response-1: Unauthorized with parameters success=false, message='you do not have sufficient balance in your account, balance: $1500. Transfer failed'];|0
Context: An inventory management system with 2 type of users Developer and Owner where each Developer can only access and modify their own orders. Owner can view all orders. Requests: [Request-1: Developer-A GET /integration//orders with parameters orderID='Order-A';Response-1: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Delivered';Request-2: Developer-B GET /integration//orders with parameters orderID='Order-A';Response-2: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Completed';Request-3: Developer-A PUT /integration//orders with parameters status='Refunded';Response-3: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Refunded';Request-4: Developer-B PUT /integration//orders with parameters orderID='Order-A',status='Delivered';Response-4: Created with parameters orderID='Order-A',menu=['pizza','coke'],status='Delivered';Request-5: Owner GET /integration//orders with parameters orderID='Order-A';Response-5: OK with parameters orderID='Order-A',menu=['pizza','coke'],status='Delivered']|1
Context: A gaming website with 2 types of users: Player and Admin. Players can view and edit their own profiles, while Admins can view and edit all profiles. Requests: [Request-1: Player-A PUT /profiles with parameters profileID='345', newName='New username', newAvatar='vampire.png';Response-1: OK with parameters success=true, message='Profile 345 updated successfully!';Request-2: Player-A DELETE /profiles with parameters profileID='999', newContent='{""""""""password"""""""": """"""""pass123"""""""", """"""""email"""""""": """"""""email@host.com"""""""", """"""""address"""""""": """"""""4253 West street""""""""}';Response-2: Forbidden with parameters success=false, message='you are not authorized to delete profile with id=999';Request-3: Admin POST /profiles with parameters newProfileName='New User', newContent='{""""""""age"""""""": 26, """"""""location"""""""": """"""""Toronto""""""""}';Response-3: OK with parameters success=true, message='New User profile created successfully!';Request-4: Admin GET /profiles with parameters profileID='log';Response-4: Error with parameters message='Cannot complete sql query SELECT * FROM profiles WHERE id=log';]"""""""|2
Context: A social media app with 2 types of users User and Admin, where Users can only view and modify their own posts. Admins can view and modify all posts. Requests: [Request-1: User-A GET /posts with parameters postId='1234';Response-1: Error with parameters message='Post not found.'], [Request-2: User-B POST /posts with parameters title='My vacation', body='I had a great time at the beach!'; Response-2: Error with parameters message='Post title cannot contain special characters.'], [Request-3: Admin PUT /posts with parameters postId='1234', title='Updated title', body='Updated body';Response-3: OK with parameters message='Post successfully updated.'] |0
Context: An inventory management system with 2 type of users Employee and Admin, where each Employee can only view and download their own files. Admins cannot view Employee files. Requests: [Request-1: Employee-A GET /integration/external/files with parameters fileID='Employee-A/email.docx';Response-1: OK with parameters fileID='Employee-A/email.docx',content='Hello World!',size=12KB;Request-2: Employee-B GET /integration/external/files with parameters fileID='Employee-B/photos/beach.jpg';Response-2: OK with parameters fileID='Employee-B/photos/beach.jpg', content ['...'],size=2MB;Request-3: Employee-A POST /integration/external/files with parameters fileContent='New Content';Response-3: OK with parameters fileID='Employee-A/email.docx',content='New Content',size=10KB;Request-4: Employee-B POST /integration/external/files with parameters fileContent='New Content';Response-4: OK with parameters fileID='Employee-B/photos/beach.jpg',content='New Content',size=1.5MB;Request-5: Admin GET /integration/external/files with parameters fileID='Employee-A/email.docx';Response-5: OK with parameters fileID='Employee-A/email.docx',content='Hello World!',size=12KB]|1
